zip,population,race_white,race_black,race_native,race_asian,race_other,race_hispanic
47523,3435,0.894323144,0.002620087,0.000582242,0.003202329,0,0.095487627
47524,605,0.963636364,0.014876033,0,0.003305785,0,0.014876033
47525,382,0.986910995,0,0,0,0,0.005235602
47527,1897,0.979441223,0.000527148,0.001581444,0,0.001581444,0.013178703
47528,476,0.970588235,0,0,0,0,0.014705882
47529,1042,0.965451056,0.004798464,0.001919386,0.003838772,0.000959693,0.014395393
47531,1004,0.979083665,0.002988048,0.000996016,0.000996016,0,0.009960159
47532,4627,0.979036093,0.000864491,0.000216123,0.00237735,0,0.013831856
47535,566,0.998233216,0.001766784,0,0,0,0
47536,40,1,0,0,0,0,0
47537,826,0.974576271,0.003631961,0.006053269,0.001210654,0.003631961,0.004842615
47541,1224,0.970588235,0.000816993,0.003267974,0.003267974,0,0.01879085
47542,9622,0.866140096,0.003221783,0.000831428,0.003117855,0.000519642,0.120660985
47546,21009,0.926269694,0.002760722,0.001665953,0.006711409,0.000475986,0.057118378
47550,854,0.984777518,0.00117096,0.00117096,0.004683841,0.00234192,0.00234192
47551,649,0.987673344,0,0,0,0,0.003081664
47552,182,1,0,0,0,0,0
47553,8495,0.985874044,0.001883461,0.00094173,0.001412596,0.000470865,0.005885815
47557,1432,0.985335196,0.00349162,0.000698324,0.000698324,0,0.004189944
47558,4406,0.989332728,0.000907853,0.000226963,0.001361779,0,0.005220154
4756,3344,0.980263158,0.001196172,0.005980861,0.002392344,0,0.005980861
47561,1588,0.980478589,0.003778338,0,0.001889169,0,0.010075567
47562,4658,0.985186775,0.001073422,0.003649635,0.001502791,0,0.003864319
47564,1352,0.975591716,0.002218935,0,0.00147929,0.000739645,0.014792899
47567,6021,0.975751536,0.003653878,0.00215911,0.002989537,0.000498256,0.00896861
47568,834,0.979616307,0.004796163,0,0.007194245,0,0.002398082
4757,2870,0.981184669,0.00174216,0.008013937,0.002090592,0,0.003135889
47574,148,0.993243243,0.006756757,0,0,0,0
47575,976,0.982581967,0.004098361,0,0,0.00102459,0.007172131
47576,388,0.987113402,0,0,0,0,0
47577,1143,0.971128609,0.002624672,0.003499563,0.009623797,0,0.006124234
47578,776,0.988402062,0.00128866,0.005154639,0,0,0.003865979
47579,2659,0.977435126,0.002632569,0.001128244,0.004136894,0,0.012786762
4758,1498,0.965954606,0.00200267,0.007343124,0.001335113,0,0.010013351
47580,289,0.989619377,0.003460208,0,0.003460208,0,0
47581,3883,0.977852176,0.001030131,0.003347927,0.002060263,0,0.006180788
47584,179,0.966480447,0,0,0,0.016759777,0.011173184
47585,592,0.961148649,0.008445946,0,0.001689189,0,0.011824324
47586,10932,0.973472375,0.002469813,0.002012441,0.005671423,0.000365898,0.008507135
47588,698,0.955587393,0.00286533,0,0.00286533,0,0.03008596
47590,713,0.980364656,0,0,0.001402525,0,0.009817672
47591,26770,0.925476279,0.035562196,0.001793052,0.007321629,0.00070975,0.016623086
47596,202,1,0,0,0,0,0
47597,1023,0.965786901,0.005865103,0.000977517,0.000977517,0,0.019550342
47598,3418,0.982153306,0.002047981,0.001755413,0.001170275,0.000292569,0.006729081
4760,795,0.928301887,0.001257862,0.045283019,0.002515723,0,0.002515723
47601,13896,0.972294185,0.004533679,0.001943005,0.001439263,0.00115141,0.010506621
4761,529,0.981096408,0.003780718,0.001890359,0,0,0.003780718
47610,5195,0.969008662,0.007314726,0.001539942,0.001732435,0.000577478,0.009047161
47611,1257,0.977724741,0.00159109,0,0.00159109,0.003977725,0.013524264
47612,861,0.967479675,0.00116144,0.00116144,0.00232288,0,0.006968641
47613,2679,0.979469951,0.001493094,0.000746547,0.002986189,0,0.006345651
47615,1611,0.971446307,0.008069522,0.00248293,0,0,0.010552452
47616,364,0.983516484,0.002747253,0,0.005494505,0,0
47619,1696,0.977004717,0.000589623,0.001768868,0.002948113,0,0.006485849
4762,602,0.946843854,0.003322259,0.016611296,0.003322259,0.00166113,0.008305648
47620,13427,0.953973337,0.015565651,0.00208535,0.002979072,0.000595814,0.012139718
4763,726,0.957300275,0.00137741,0.019283747,0,0,0.013774105
47630,34423,0.914882491,0.01943468,0.001626819,0.026348662,0.001016762,0.020974349
47631,2042,0.981880509,0.000979432,0.001469148,0.000979432,0.001958864,0.00489716
47633,2542,0.979543666,0.002753737,0.001573564,0.001573564,0,0.008654603
47634,2382,0.976070529,0.002938707,0.003778338,0.002518892,0.000419815,0.005877414
47635,5671,0.962264151,0.008993123,0.001763357,0.002997708,0.000352671,0.014459531
47637,1507,0.97942933,0.00132714,0.00066357,0.00530856,0,0.00729927
47638,3577,0.984344423,0.001397819,0.000838692,0.001677383,0.001118256,0.00503215
47639,4069,0.982305235,0.003194888,0.000983043,0.001228803,0.000245761,0.006635537
4764,66,0.96969697,0,0.03030303,0,0,0
47640,1089,0.975206612,0.009182736,0.005509642,0,0,0.004591368
47648,4373,0.9705008,0.003658815,0.000914704,0.008003659,0.000914704,0.006174251
47649,1402,0.982168331,0.001426534,0.0021398,0.001426534,0,0.007132668
4765,1262,0.983359746,0.000792393,0.000792393,0.005546751,0,0.001584786
47654,70,0.971428571,0,0,0,0,0
4766,386,0.974093264,0,0.023316062,0,0,0
47660,4934,0.96757195,0.002634779,0.001824078,0.003850831,0,0.014389947
47665,3637,0.971679956,0.002199615,0.003574374,0.004124278,0,0.011273027
47666,1447,0.95024188,0.01520387,0.00276434,0.002073255,0.003455425,0.01105736
47670,12352,0.907302461,0.040803109,0.00170013,0.006071891,0.001781088,0.018863342
4768,400,0.9575,0.0025,0.01,0,0,0
47683,210,0.957142857,0.004761905,0.004761905,0,0,0.033333333
4769,9692,0.936545605,0.005984317,0.022492778,0.00877012,0.000206356,0.013103591
47708,439,0.797266515,0.138952164,0,0.018223235,0,0.022779043
47710,19527,0.887028217,0.05689558,0.002304501,0.00624776,0.00225329,0.018896912
47711,31457,0.902756143,0.045872143,0.001875576,0.009822933,0.00219347,0.020758496
47712,26012,0.943218515,0.02025988,0.001768415,0.010456712,0.000999539,0.011994464
47713,11032,0.441805656,0.490844815,0.001903553,0.00235678,0.002447426,0.019398115
47714,34107,0.779986513,0.141906354,0.002726713,0.007329874,0.002580116,0.033365585
47715,27063,0.828732956,0.09075121,0.001330229,0.024609245,0.003473377,0.030447474
4772,762,0.989501312,0.002624672,0.002624672,0.001312336,0,0.001312336
47720,17413,0.96502613,0.006833975,0.001320852,0.004364555,0.001091139,0.011370815
47725,15851,0.93912056,0.016528926,0.001577188,0.017159801,0.001324838,0.0121128
4773,723,0.986168741,0,0,0,0.001383126,0
4774,730,0.965753425,0,0.012328767,0,0,0.006849315
4776,925,0.978378378,0,0.010810811,0,0,0
4777,422,0.957345972,0.007109005,0.007109005,0.002369668,0,0.007109005
4779,398,0.967336683,0.002512563,0.007537688,0,0,0.005025126
4780,808,0.962871287,0.004950495,0.022277228,0,0,0.004950495
47802,34532,0.82277308,0.093652265,0.004112128,0.025194023,0.001534808,0.032230974
47803,21102,0.901525922,0.037531987,0.001042555,0.018765994,0.000758222,0.019239882
47804,11020,0.897277677,0.055444646,0.003720508,0.003176044,0.001088929,0.017513612
47805,12852,0.950357921,0.016106443,0.001711796,0.004201681,0.00070028,0.011904762
47807,13045,0.752395554,0.146032963,0.004599463,0.025986968,0.003909544,0.031889613
47809,2687,0.72534425,0.21548195,0.000744325,0.012653517,0.001488649,0.023818385
4781,560,0.971428571,0.008928571,0.003571429,0,0,0.005357143
4783,426,0.988262911,0,0.002347418,0.002347418,0,0
47832,1040,0.982692308,0.002884615,0.001923077,0,0,0.002884615
47833,1010,0.972277228,0.001980198,0.006930693,0,0,0.006930693
47834,19215,0.972209212,0.003851158,0.001717408,0.002706219,0.000208171,0.011189175
47836,47,0.978723404,0,0,0.021276596,0,0
47837,1231,0.973192526,0.002437043,0.001624695,0,0.002437043,0.014622258
47838,4081,0.733398677,0.22567998,0.002940456,0.000245038,0.000490076,0.032345013
47840,1500,0.984666667,0.002666667,0.001333333,0.002666667,0.002,0.004666667
47841,2138,0.979887746,0,0.000935454,0.001403181,0,0.007951356
47842,10085,0.976499752,0.0013882,0.001883986,0.001883986,0.000198314,0.008824988
47846,638,0.959247649,0.001567398,0,0,0,0.026645768
47847,1077,0.972144847,0.000928505,0.00371402,0.00185701,0.000928505,0.013927577
47848,1691,0.991129509,0,0,0.000591366,0,0.004730928
47849,496,0.971774194,0,0.004032258,0,0,0.010080645
4785,2504,0.964456869,0.002795527,0.003594249,0.003594249,0.001597444,0.005191693
47850,2456,0.9747557,0.003257329,0.002035831,0.001221498,0,0.010993485
47853,134,0.925373134,0.029850746,0,0.014925373,0,0.029850746
47854,849,0.985865724,0.001177856,0.001177856,0.002355713,0,0.004711425
47855,546,0.998168498,0,0,0,0,0.001831502
47857,571,0.950963222,0.014010508,0.003502627,0.001751313,0,0.010507881
47858,698,0.97277937,0.001432665,0,0,0,0.022922636
47859,1066,0.981238274,0,0.005628518,0,0.000938086,0.008442777
4786,1970,0.960913706,0,0.008121827,0.006091371,0.000507614,0.013705584
47860,321,0.975077882,0,0,0.003115265,0,0.009345794
47861,616,0.961038961,0.00487013,0.008116883,0,0,0.016233766
47862,1610,0.947826087,0.001242236,0,0.003726708,0,0.040993789
47863,205,0.975609756,0,0,0,0,0
47865,79,1,0,0,0,0,0
47866,347,0.991354467,0,0,0,0,0.002881844
47868,2937,0.975825672,0.003064351,0.005788219,0.00102145,0.000680967,0.005107252
47869,137,0.883211679,0.00729927,0.00729927,0.00729927,0.01459854,0.04379562
4787,544,0.988970588,0.003676471,0.007352941,0,0,0
47871,220,0.977272727,0.004545455,0.004545455,0,0,0
47872,8890,0.935658043,0.042632171,0.004274466,0.001912261,0.00056243,0.010348706
47874,3414,0.979789104,0.001757469,0.001464558,0.002343292,0,0.007322789
47876,394,0.895939086,0.02284264,0,0.053299492,0,0.020304569
47879,3302,0.96638401,0.000302847,0.003331314,0.003028468,0.001817081,0.008479709
47880,67,1,0,0,0,0,0
47881,465,0.974193548,0,0,0,0,0.023655914
47882,8430,0.971530249,0.001660735,0.002135231,0.002846975,0.000355872,0.010557533
47884,229,0.969432314,0.004366812,0,0,0,0.026200873
47885,9009,0.974913975,0.001887002,0.002997003,0.002664003,0.000111,0.00954601
47901,3518,0.814383172,0.063104036,0.002558272,0.030130756,0.002274019,0.05884025
47904,16277,0.788658844,0.059224673,0.002641764,0.011058549,0.001228728,0.117589236
47905,38910,0.8230789,0.038396299,0.002492932,0.016242611,0.00079671,0.104214855
47906,66972,0.766454638,0.028713492,0.001508093,0.137385773,0.001926178,0.045481694
47907,0,0,0,0,0,0,0
47909,39373,0.821679831,0.053158256,0.002108044,0.013968964,0.001117517,0.090925253
47916,64,0.890625,0,0.03125,0,0,0.0625
47917,491,0.755600815,0,0,0,0,0.236252546
47918,6321,0.964562569,0.001740231,0.002531245,0.003005854,0,0.018667932
47920,2414,0.976801988,0.003728252,0.00041425,0.00041425,0.001657001,0.011184756
47921,1078,0.867346939,0.004638219,0.001855288,0.000927644,0,0.117810761
47922,1623,0.911891559,0.000616143,0.004313001,0.001848429,0.001848429,0.075169439
47923,3494,0.966800229,0.000286205,0.003720664,0.00171723,0,0.020892959
47924,141,1,0,0,0,0,0
47925,203,0.921182266,0,0,0,0,0.0591133
47926,1097,0.980856882,0.000911577,0,0.002734731,0,0.006381039
47928,2047,0.980947728,0.001465559,0.002442599,0.001465559,0.00097704,0.003419638
47929,774,0.975452196,0,0,0.00129199,0.00129199,0.016795866
47930,1094,0.959780622,0.004570384,0.00274223,0,0,0.013711152
47932,5357,0.974425985,0.001493373,0.002613403,0.003920105,0.000373343,0.010453612
47933,27937,0.91155099,0.010487883,0.002147689,0.006979991,0.000859076,0.057737051
47940,1433,0.981856246,0,0.002791347,0.003489184,0,0.004884857
47941,1300,0.938461538,0.01,0.006153846,0.002307692,0.000769231,0.033076923
47942,660,0.962121212,0.007575758,0,0.001515152,0,0.027272727
47943,932,0.706008584,0.001072961,0.004291845,0.002145923,0.003218884,0.27360515
47944,3623,0.949489373,0.004140215,0.000552029,0.002484129,0.000552029,0.032845708
47946,2044,0.96183953,0.005870841,0.002446184,0.002446184,0,0.020547945
47948,1359,0.95732156,0.005150846,0.002943341,0.000735835,0,0.025018396
47949,1332,0.961711712,0.000750751,0.003003003,0.003003003,0,0.021771772
47950,912,0.950657895,0.001096491,0,0,0,0.036184211
47951,2252,0.907193606,0.006216696,0.00044405,0.004440497,0.002220249,0.070603908
47952,2798,0.970335954,0.000714796,0.002144389,0.000714796,0,0.018227305
47954,2220,0.98018018,0.000900901,0.001351351,0.001801802,0,0.006756757
47955,1088,0.952205882,0.003676471,0.000919118,0.000919118,0.000919118,0.022058824
47957,1894,0.948257656,0.000527983,0.002111932,0.000527983,0,0.040126716
47958,209,0.966507177,0,0,0,0,0.023923445
47959,2822,0.783486889,0.000708717,0.002834869,0.001063076,0.001063076,0.199503898
47960,15003,0.91168433,0.002866093,0.00239952,0.004065853,0.000333267,0.069986003
47963,1949,0.965110313,0.000513084,0.000513084,0.002565418,0,0.026167265
47964,122,0.93442623,0,0,0,0,0.057377049
47965,646,0.984520124,0,0,0.001547988,0.004643963,0.009287926
47966,461,0.997830803,0,0,0,0,0
47967,772,0.968911917,0.005181347,0.002590674,0.001295337,0,0.011658031
47968,982,0.969450102,0,0,0,0,0.009164969
47969,145,0.896551724,0.034482759,0.013793103,0,0,0.020689655
47970,2034,0.950835792,0.005899705,0.00245821,0.000491642,0,0.029990167
47971,1865,0.979624665,0.001608579,0.003217158,0.000536193,0,0.010723861
47974,1186,0.981450253,0.001686341,0,0.002529511,0.002529511,0.006745363
47975,653,0.981623277,0,0,0.007656968,0,0.009188361
47977,2206,0.960108794,0.004079782,0.000453309,0.00543971,0,0.018132366
47978,11793,0.927923344,0.010853896,0.002628678,0.003137454,0.000593572,0.046637836
47980,1096,0.928832117,0.003649635,0.002737226,0.001824818,0,0.055656934
47981,849,0.962308598,0,0,0.002355713,0,0.018845701
47982,143,0.979020979,0.006993007,0,0,0,0.006993007
47983,347,0.945244957,0.002881844,0.002881844,0.011527378,0,0.031700288
47987,4049,0.948876266,0.000493949,0.003457644,0.001234873,0.001234873,0.036552235
47989,1281,0.975019516,0,0,0,0.00078064,0.017174083
47990,1627,0.976029502,0.001843884,0.000614628,0,0,0.015365704
47991,1070,0.986915888,0,0.000934579,0.001869159,0,0.007476636
47992,1465,0.972013652,0.002730375,0,0.000682594,0.000682594,0.016382253
47993,3918,0.981112813,0.001786626,0.001531394,0.004083716,0.000510465,0.005104645
47994,476,0.974789916,0.00210084,0,0,0,0.006302521
47995,1743,0.960413081,0.002868617,0.000573723,0.004589788,0.000573723,0.018359151
47997,139,1,0,0,0,0,0
48001,11986,0.964708827,0.001918905,0.005589855,0.002669781,0,0.012180878
48002,3285,0.952511416,0.005479452,0.002739726,0.003957382,0,0.02891933
48003,6070,0.940691928,0.001647446,0.00214168,0.001976936,0.000988468,0.045799012
48005,5379,0.967466072,0.003346347,0.002230898,0.003346347,0,0.018033092
48006,4007,0.962815074,0.002495633,0.004991265,0.001746943,0,0.015472922
48009,20107,0.907494902,0.029890088,0.001293082,0.024866962,0.00139255,0.020838514
48014,4256,0.869595865,0.001879699,0.003054511,0.003524436,0.001409774,0.109962406
48015,8257,0.812643817,0.119050503,0.003269953,0.024221872,0.000242219,0.016955311
48017,11805,0.919779754,0.018382042,0.002033037,0.020160949,0.001185938,0.021346887
48021,32353,0.643866102,0.293388557,0.003492721,0.01057089,0.00191636,0.02080178
48022,2654,0.952147702,0.004144687,0.002260739,0.004521477,0.00037679,0.027505652
48023,5178,0.943414446,0.010042487,0.002124372,0.003862495,0,0.023368096
48025,14543,0.870728185,0.06690504,0.001512755,0.027917211,0.001994087,0.015402599
48026,14480,0.904627072,0.038812155,0.004212707,0.014502762,0.000690608,0.02051105
48027,3249,0.9526008,0.023391813,0.001846722,0.000923361,0,0.013234841
48028,1190,0.98907563,0.000840336,0.002521008,0.000840336,0,0.002521008
48030,16422,0.8106199,0.096577762,0.008037998,0.014553648,0.000730727,0.02715869
48032,2322,0.962101637,0.002583979,0.002153316,0.003445306,0.003014643,0.01205857
48033,16064,0.253548307,0.697024402,0.002676793,0.009711155,0.002241036,0.013383964
48034,12590,0.202065131,0.735901509,0.003335981,0.023590151,0.002382844,0.014535346
48035,34788,0.74896516,0.179314706,0.002673336,0.01980568,0.000919857,0.02426124
48036,20980,0.795614871,0.143708294,0.003288847,0.013107722,0.000810296,0.022020972
48038,41057,0.860778917,0.079304382,0.001729303,0.018486494,0.000803761,0.02396668
48039,7807,0.96323812,0.002946074,0.004483156,0.002946074,0.000384271,0.01473037
48040,9956,0.963439132,0.003415026,0.002109281,0.006227401,0,0.017778224
48041,4561,0.954615216,0.004385003,0.002850252,0.003069502,0.001096251,0.022144267
48042,27291,0.925360009,0.022241765,0.0013924,0.021545564,0.001245832,0.017441647
48043,16305,0.683287335,0.244894204,0.002698559,0.00484514,0.002023919,0.02925483
48044,52289,0.873070818,0.047600834,0.001874199,0.035533286,0.00072673,0.025378187
48045,24604,0.873597789,0.073605918,0.003088929,0.006665583,0.001016095,0.025564949
48047,39415,0.914042877,0.038462514,0.00362806,0.009260434,0.000634276,0.01953571
48048,7548,0.800741918,0.11645469,0.004504505,0.004901961,0.000794913,0.041732909
48049,5582,0.957721247,0.005732712,0.003403798,0.001433178,0.000895736,0.02221426
48050,1653,0.958862674,0.006049607,0.006049607,0.003024803,0,0.013309135
48051,17319,0.841849991,0.096714591,0.003291183,0.008949708,0.001443501,0.03175703
48054,7339,0.974110914,0.002180134,0.002997684,0.003133942,0.001498842,0.009674343
48059,15123,0.931561198,0.012629769,0.002182107,0.010513787,0.00059512,0.02691265
48060,40831,0.829516789,0.076461512,0.005706449,0.005020695,0.000734736,0.049888565
48062,9373,0.937053238,0.009602048,0.003200683,0.001600341,0.000746826,0.035207511
48063,4070,0.957985258,0.003685504,0.005896806,0.004176904,0.001228501,0.015724816
48064,4107,0.946432919,0.005843682,0.004869735,0.005356708,0.000486973,0.021183346
48065,10547,0.91779653,0.016971651,0.002180715,0.004835498,0.000568882,0.043519484
48066,47388,0.817780873,0.117371486,0.003756225,0.016016713,0.001012915,0.020152781
48067,24458,0.904898193,0.029111129,0.001962548,0.021669801,0.001103933,0.024327418
48069,2526,0.933887569,0.019002375,0.001187648,0.010688836,0.000791766,0.017418844
48070,6238,0.948701507,0.009618467,0.00144277,0.012183392,0.002725232,0.015870471
48071,29694,0.823196605,0.062975685,0.004445342,0.057621068,0.000841921,0.025459689
48072,14970,0.918971276,0.029325317,0.00260521,0.012692051,0.000801603,0.018370073
48073,32798,0.879779255,0.051527532,0.002408683,0.024757607,0.001158607,0.022775779
48074,9356,0.944848226,0.011970928,0.003954681,0.002244549,0.000427533,0.021590423
48075,21790,0.186553465,0.765442864,0.001376778,0.013400642,0.001330886,0.011977972
48076,25386,0.324706531,0.611399984,0.000945403,0.01957772,0.002836209,0.014141653
48079,12304,0.963426528,0.002356957,0.003007152,0.007964889,0.000325098,0.014060468
48080,22494,0.871654663,0.07508669,0.003289766,0.014403841,0.000666844,0.017693607
48081,20635,0.939277926,0.017639932,0.002713836,0.008189969,0.001114611,0.016719166
48082,16549,0.939996374,0.016919451,0.002175358,0.00713034,0.000483413,0.017825851
48083,22507,0.71266717,0.052028258,0.002088239,0.180566046,0.001954947,0.028968765
48084,14231,0.656032605,0.042231748,0.002108074,0.256693135,0.001897267,0.022907737
48085,24660,0.771857259,0.035279805,0.001257097,0.155028386,0.001459854,0.018004866
48088,22255,0.877870142,0.064479892,0.003010559,0.026600764,0.000494271,0.01653561
48089,31978,0.707892926,0.199856151,0.005816499,0.029426481,0.000687973,0.025267371
48091,31106,0.705330161,0.165948692,0.003986369,0.068764869,0.001478814,0.024400437
48092,25680,0.78847352,0.097001558,0.002842679,0.06923676,0.00144081,0.017640187
48093,23037,0.822416113,0.108477666,0.003212224,0.03125407,0.001041802,0.016061119
48094,18028,0.9126359,0.016252496,0.00155314,0.010927446,5.55E-05,0.04709341
48095,4906,0.959845088,0.007134121,0.000611496,0.009783938,0,0.013656747
48096,3739,0.964161541,0.004011768,0.002674512,0.006953731,0.000267451,0.016849425
48097,5499,0.94599018,0.00727405,0.003273322,0.000363702,0.00145481,0.026732133
48098,19582,0.738382188,0.02900623,0.000817077,0.199111429,0.000919212,0.014707384
48101,28200,0.873546099,0.020851064,0.004255319,0.00787234,0.000921986,0.080638298
48103,53057,0.773978928,0.064176263,0.001941308,0.083758976,0.002619824,0.04242607
48104,38315,0.762181913,0.040323633,0.001826961,0.122171473,0.002844839,0.043168472
48105,33905,0.620174016,0.067836602,0.001946616,0.245804454,0.002978912,0.03235511
48108,26164,0.61496713,0.1576976,0.003554502,0.129146919,0.002140346,0.053011772
48109,6904,0.728707995,0.056199305,0.001882966,0.140208575,0.001738123,0.036066049
48111,42313,0.688157304,0.232812611,0.004513979,0.01822135,0.001418004,0.028336445
48114,19702,0.95497919,0.005786215,0.002791595,0.009288397,0.000507563,0.0165973
48116,26432,0.948774213,0.004766949,0.004199455,0.008663741,0.000794492,0.020354116
48117,10124,0.940339787,0.017779534,0.002271829,0.003555907,0.000592651,0.022421968
48118,12552,0.941602932,0.010595921,0.003107075,0.009082218,0.000876354,0.019200127
48120,8274,0.797075175,0.112642011,0.001450326,0.025985013,0.000966884,0.017887358
48122,10727,0.666169479,0.107765452,0.005966253,0.007830708,0.001678009,0.182530064
48124,31732,0.877915038,0.037028867,0.002300517,0.01604059,0.001166015,0.047806631
48125,21273,0.826963757,0.066469233,0.005640953,0.01165797,0.000752127,0.068114511
48126,47465,0.865227009,0.031939324,0.001285157,0.018245023,0.002359633,0.025366059
48127,36501,0.831511465,0.084271664,0.002082135,0.020465193,0.001616394,0.034601792
48128,10682,0.89824003,0.025463396,0.001872309,0.009923235,0.001310616,0.048399176
48130,14420,0.932385576,0.00887656,0.002565881,0.017128988,0.001733703,0.02184466
48131,6764,0.951951508,0.006652868,0.003400355,0.004287404,0.000295683,0.02143702
48133,5753,0.917434382,0.008691118,0.005040848,0.003997914,0.000173822,0.048844081
48134,21408,0.858650972,0.048159567,0.003783632,0.020973468,0.000373692,0.046244395
48135,27665,0.902223025,0.033182722,0.004084583,0.008386047,0.001084403,0.032640521
48137,4796,0.96205171,0.004170142,0.004795663,0.001876564,0.000834028,0.013969975
48138,10371,0.933950439,0.003760486,0.003278372,0.023719988,0.000192845,0.026226979
48139,206,0.95631068,0,0,0,0,0.038834951
48140,3095,0.973828756,0.002584814,0.000323102,0.000323102,0,0.016155089
48141,25366,0.195497911,0.725774659,0.002759599,0.016123945,0.001813451,0.025743121
48143,32,0.96875,0,0,0.03125,0,0
48144,9952,0.955184887,0.004019293,0.001708199,0.008741961,0.000200965,0.021503215
48145,3503,0.95032829,0.007993149,0.002569226,0.003140166,0.001427348,0.020553811
48146,38098,0.763058428,0.056932122,0.00538086,0.004803402,0.000734947,0.148669221
48150,27127,0.909315442,0.028864231,0.002064364,0.016994139,0.000847864,0.02672614
48152,31173,0.876463606,0.044621948,0.002117217,0.038462772,0.001026529,0.025214128
48154,38642,0.914626572,0.02820765,0.002122043,0.020211169,0.000802236,0.022980177
48157,1436,0.919916435,0.006963788,0.008356546,0.004874652,0.000696379,0.02994429
48158,7309,0.962922424,0.00287317,0.002052264,0.003694076,0.000684088,0.017649473
48159,2582,0.93493416,0.035243997,0.00697134,0.001936483,0.000774593,0.006196747
48160,13785,0.828001451,0.082843671,0.006311208,0.008052231,0.001886108,0.05041712
48161,26470,0.880770684,0.045863241,0.001851152,0.006157915,0.000377786,0.043294295
48162,29344,0.905772901,0.027944384,0.002998909,0.00688386,0.000477099,0.037111505
48164,9175,0.911498638,0.034550409,0.005122616,0.00773842,0.000762943,0.022997275
48165,6339,0.917337119,0.015775359,0.002997318,0.01009623,0,0.035494558
48166,11569,0.938196906,0.010804737,0.003543954,0.003803267,0.000345752,0.028351629
48167,21534,0.863378843,0.043651899,0.001393146,0.048435033,0.001114517,0.025866072
48168,21781,0.806253156,0.029842523,0.001055966,0.124053074,0.001285524,0.021440705
48169,20813,0.964349205,0.003123048,0.002066016,0.005381252,0.000384375,0.013549224
48170,39963,0.908615469,0.020744188,0.002277106,0.031904512,0.000850787,0.022545855
48173,12700,0.893149606,0.038661417,0.00503937,0.014409449,0.00015748,0.036062992
48174,31515,0.573092178,0.33907663,0.004950024,0.015008726,0.001269237,0.034047279
48176,21447,0.90586096,0.017951229,0.002191449,0.028815219,0.00149205,0.027276542
48177,218,0.967889908,0,0,0.018348624,0,0.004587156
48178,29320,0.941030014,0.007810368,0.002762619,0.01425648,0.00085266,0.022373806
48179,3274,0.936469151,0.012828345,0.001221747,0.002748931,0,0.037263286
48180,63131,0.747287387,0.156753417,0.004514422,0.017598327,0.001330567,0.050830812
48182,21708,0.950479086,0.004929058,0.002072968,0.007554819,0.000921319,0.024875622
48183,43182,0.872886851,0.040989301,0.003774721,0.021722014,0.000578945,0.045227178
48184,17643,0.744147821,0.16799864,0.004250978,0.020404693,0.002890665,0.034121181
48185,47618,0.723024907,0.179595951,0.003801084,0.038493847,0.001470032,0.035259776
48186,36506,0.75094505,0.159097135,0.004711554,0.018983181,0.001753136,0.040705637
48187,49148,0.73040612,0.092801335,0.002156751,0.121917474,0.00179051,0.029441686
48188,41025,0.66464351,0.109908592,0.002437538,0.163997562,0.001170018,0.033516149
48189,13632,0.941534624,0.011003521,0.003887911,0.007849178,0.001687207,0.019439554
48190,107,0.943925234,0.028037383,0,0,0,0.018691589
48191,4054,0.860138135,0.078194376,0.0024667,0.006660089,0.005426739,0.022940306
48192,25883,0.910327242,0.012633775,0.005640768,0.004983966,0.000579531,0.050689642
48193,15623,0.845036165,0.060167701,0.003584459,0.038468924,0.000768098,0.040581194
48195,30047,0.844976204,0.05441475,0.003860618,0.016241222,0.000698905,0.065098013
48197,61132,0.589593012,0.260092914,0.003484264,0.049466728,0.002977164,0.054423215
48198,38186,0.538260095,0.351385324,0.003954329,0.023280784,0.002723511,0.041873985
48201,12814,0.190182613,0.695801467,0.005384735,0.060480724,0.001950991,0.019197752
48202,16603,0.112570017,0.810998012,0.002891044,0.029030898,0.000722761,0.017406493
48203,28409,0.051744166,0.909817311,0.002710409,0.003625612,0.001020803,0.013024042
48204,27997,0.010572561,0.960460049,0.002393114,0.000428617,0.001035825,0.010643998
48205,44045,0.044341015,0.913406743,0.002020661,0.016914519,0.001384947,0.007038256
48206,21954,0.0212262,0.947435547,0.002550788,0.000865446,0.001594243,0.011023048
48207,20252,0.071104088,0.887764171,0.002913293,0.00686352,0.001876358,0.010319968
48208,10234,0.102012898,0.833984757,0.004494821,0.00390854,0.001270276,0.037131132
48209,32262,0.197600893,0.084867646,0.00368855,0.002665675,0.000774905,0.695958093
48210,31017,0.209530258,0.271431795,0.00254699,0.004320211,0.002933875,0.486475159
48211,7082,0.276757978,0.641909065,0.002682858,0.022592488,0.001129624,0.016238351
48212,39038,0.366847687,0.362211179,0.003022696,0.21438086,0.002382294,0.014473078
48213,27712,0.018620092,0.958032621,0.002562067,0.001010393,0.000974307,0.005773672
48214,22759,0.056944505,0.910892394,0.003471154,0.002812074,0.001537853,0.007293818
48215,13565,0.051308515,0.913674899,0.003538518,0.003243642,0.001032068,0.008625138
48216,5645,0.2085031,0.410983171,0.006023029,0.002125775,0.000177148,0.348272808
48217,8210,0.056881851,0.800121803,0.002801462,0.000852619,0.000852619,0.124116931
48218,7903,0.34809566,0.497659117,0.004808301,0.002151082,0.001012274,0.111856257
48219,46931,0.065585647,0.901877224,0.002301251,0.003153566,0.001470244,0.008970616
48220,22319,0.739594068,0.186164255,0.004122048,0.011738877,0.001299341,0.026210852
